Date,Product_Name,Units_sold,Price,Revenue,Costs_Of_Goods,Marketing_Cost,Logistic_Cost,Other_Cost,Total_Cost,Net_Profit,Operating_Expenses,Initial_Investment,Current_Cash
2020-05-18,product5547,8,95377,763016,462208,27974,30275,30095,550552,212464,74417,10000000,50000
2020-02-14,product5548,6,40574,243444,163866,8391,7623,8974,188854,54590,19611,10000000,50000
2020-10-31,product5549,3,5787,17361,9705,498,896,511,11610,5751,2112,10000000,50000
2020-02-09,product5550,3,73867,221601,147676,4033,16073,5399,173181,48420,33842,10000000,50000
2020-09-23,product5551,4,8028,32112,22398,1442,2133,956,26929,5183,4873,10000000,50000
2020-04-29,product5552,4,34256,137024,69180,6697,5252,6344,87473,49551,14436,10000000,50000
2020-07-09,product5553,6,86755,520530,307548,20157,20106,19400,367211,153319,50976,10000000,50000
2020-03-20,product5554,4,96034,384136,225803,12459,27141,14387,279790,104346,32200,10000000,50000
2020-05-29,product5555,4,61323,245292,165946,10265,19405,12095,207711,37581,37665,10000000,50000
2020-04-03,product5556,3,28150,84450,54276,3049,2910,2634,62869,21581,12425,10000000,50000
2020-09-01,product5557,10,21110,211100,128513,6270,6946,8543,150272,60828,17959,10000000,50000
2020-11-04,product5558,4,11855,47420,28373,2082,2438,1837,34730,12690,5784,10000000,50000
2020-04-07,product5559,5,81844,409220,230752,8317,27691,8434,275194,134026,41598,10000000,50000
2020-05-01,product5560,3,94120,282360,178337,4537,12176,14088,209138,73222,23746,10000000,50000
2020-07-12,product5561,3,22012,66036,42406,2628,2358,2795,50187,15849,9332,10000000,50000
2020-08-07,product5562,9,27421,246789,166978,11245,9156,9367,196746,50043,23132,10000000,50000
2020-10-21,product5563,9,75540,679860,462480,27816,36392,20029,546717,133143,100183,10000000,50000
2020-09-20,product5564,8,46043,368344,210187,10510,20998,17606,259301,109043,33728,10000000,50000
2020-04-07,product5565,3,41557,124671,77457,4069,5757,5177,92460,32211,12133,10000000,50000
2020-06-10,product5566,1,73241,73241,37543,2129,4699,2837,47208,26033,5640,10000000,50000
2020-01-21,product5567,8,70358,562864,366140,16413,18748,13114,414415,148449,57483,10000000,50000
2020-05-11,product5568,10,98402,984020,635435,17443,49786,23194,725858,258162,95654,10000000,50000
2020-10-24,product5569,9,74571,671139,400953,29120,40897,22444,493414,177725,67635,10000000,50000
2020-05-19,product5570,9,10855,97695,51680,3173,5099,2490,62442,35253,11883,10000000,50000
2020-07-06,product5571,6,56800,340800,215746,10139,14814,8363,249062,91738,34032,10000000,50000
2020-09-09,product5572,10,41618,416180,221872,8677,28695,13784,273028,143152,27855,10000000,50000
2020-07-09,product5573,1,22616,22616,14499,714,1061,479,16753,5863,2026,10000000,50000
2020-04-23,product5574,2,27655,55310,33230,1883,3177,2340,40630,14680,6574,10000000,50000
2020-12-07,product5575,2,23435,46870,24683,932,1804,1898,29317,17553,3026,10000000,50000
2020-02-23,product5576,2,71214,142428,73525,4297,4538,5741,88101,54327,15862,10000000,50000
2020-02-08,product5577,5,71471,357355,207061,7796,27902,9775,252534,104821,46064,10000000,50000
2020-04-03,product5578,6,90763,544578,325688,9042,36608,18160,389498,155080,74381,10000000,50000
2020-01-14,product5579,4,73705,294820,191853,12006,21430,9815,235104,59716,38688,10000000,50000
2020-11-02,product5580,8,94391,755128,431751,24905,37612,30669,524937,230191,72488,10000000,50000
2020-12-25,product5581,5,70079,350395,206664,13828,25229,11760,257481,92914,34789,10000000,50000
2020-11-11,product5582,5,22230,111150,60230,2208,8725,3680,74843,36307,8647,10000000,50000
2020-04-07,product5583,10,65509,655090,442709,27229,26525,26358,522821,132269,99050,10000000,50000
2020-02-14,product5584,5,67332,336660,211243,15037,16732,9787,252799,83861,34752,10000000,50000
2020-12-21,product5585,4,97923,391692,202105,6674,18141,16084,243004,148688,30324,10000000,50000
2020-04-30,product5586,9,82984,746856,460823,31938,32899,32747,558407,188449,90747,10000000,50000
2020-07-07,product5587,7,21490,150430,75500,5155,6319,4229,91203,59227,16114,10000000,50000
2020-08-15,product5588,3,98539,295617,200345,5350,20928,14077,240700,54917,42814,10000000,50000
2020-07-26,product5589,9,7359,66231,36402,1129,3616,2360,43507,22724,8090,10000000,50000
2020-01-28,product5590,2,61789,123578,66232,5787,4673,6095,82787,40791,15902,10000000,50000
2020-06-18,product5591,10,45724,457240,297698,7474,24825,19522,349519,107721,49173,10000000,50000
2020-08-21,product5592,2,72968,145936,81621,5082,9174,3904,99781,46155,10142,10000000,50000
2020-12-09,product5593,3,58133,174399,106491,8212,9742,7459,131904,42495,23812,10000000,50000
2020-03-08,product5594,7,69877,489139,301649,18175,20071,16840,356735,132404,64229,10000000,50000
2020-05-06,product5595,7,53455,374185,201855,17972,27649,18145,265621,108564,36533,10000000,50000
2020-12-07,product5596,7,87957,615699,353343,23705,47150,13220,437418,178281,45977,10000000,50000
2020-02-15,product5597,3,46515,139545,89090,4260,9172,3703,106225,33320,14791,10000000,50000
2020-09-02,product5598,3,58427,175281,89505,8071,8207,7383,113166,62115,18907,10000000,50000
2020-06-22,product5599,9,33673,303057,156872,10678,15334,9162,192046,111011,36087,10000000,50000
2020-11-18,product5600,1,31844,31844,18251,1057,2541,717,22566,9278,3016,10000000,50000
2020-09-02,product5601,1,16042,16042,8777,494,903,422,10596,5446,1975,10000000,50000
2020-07-18,product5602,2,5258,10516,6287,519,694,515,8015,2501,1346,10000000,50000
2020-01-24,product5603,5,27494,137470,93767,2674,8375,5991,110807,26663,20030,10000000,50000
2020-03-28,product5604,3,51514,154542,108140,5464,8357,4420,126381,28161,13165,10000000,50000
2020-02-18,product5605,3,46434,139302,79397,5495,8232,3574,96698,42604,18944,10000000,50000
2020-05-14,product5606,3,59982,179946,91234,6586,13969,8475,120264,59682,16744,10000000,50000
2020-02-17,product5607,7,90481,633367,378966,27662,43590,16144,466362,167005,55540,10000000,50000
2020-04-07,product5608,5,55755,278775,184573,13505,21765,12462,232305,46470,34844,10000000,50000
2020-05-10,product5609,8,55116,440928,298749,11189,25789,11271,346998,93930,49036,10000000,50000
2020-06-26,product5610,2,8865,17730,10897,726,1034,865,13522,4208,2548,10000000,50000
2020-02-29,product5611,10,22548,225480,147032,7023,17165,8357,179577,45903,25293,10000000,50000
2020-06-07,product5612,9,92649,833841,504687,33795,37078,21661,597221,236620,116591,10000000,50000
2020-12-09,product5613,9,6281,56529,30061,1294,3310,2363,37028,19501,5002,10000000,50000
2020-12-03,product5614,3,55620,166860,99226,4403,8120,6461,118210,48650,22399,10000000,50000
2020-03-19,product5615,10,60685,606850,393824,10219,20911,20973,445927,160923,46858,10000000,50000
2020-09-24,product5616,7,58640,410480,216148,9920,32319,15631,274018,136462,49485,10000000,50000
2020-10-12,product5617,9,42215,379935,204845,7643,14138,17711,244337,135598,39031,10000000,50000
2020-03-20,product5618,6,98868,593208,379366,12368,33686,15379,440799,152409,56163,10000000,50000
2020-07-03,product5619,2,62064,124128,81259,4694,6989,4458,97400,26728,10034,10000000,50000
2020-10-18,product5620,3,25416,76248,51843,3341,3899,1939,61022,15226,11111,10000000,50000
2020-11-29,product5621,7,97845,684915,392972,19018,45179,29254,486423,198492,60522,10000000,50000
2020-02-20,product5622,9,97250,875250,466339,22735,69200,42357,600631,274619,69319,10000000,50000
2020-02-13,product5623,10,37360,373600,219068,11935,26483,12216,269702,103898,46116,10000000,50000
2020-12-23,product5624,2,13890,27780,14220,498,945,1153,16816,10964,2518,10000000,50000
2020-12-08,product5625,8,74985,599880,384492,19760,27303,12349,443904,155976,57704,10000000,50000
2020-04-24,product5626,7,13050,91350,48541,2146,6003,1881,58571,32779,11366,10000000,50000
2020-11-14,product5627,8,14440,115520,58141,4890,6672,4018,73721,41799,8702,10000000,50000
2020-05-14,product5628,8,13461,107688,73667,4881,7027,3811,89386,18302,15759,10000000,50000
2020-06-17,product5629,1,96845,96845,58443,3342,3481,2895,68161,28684,7903,10000000,50000
2020-03-07,product5630,9,77424,696816,396330,28899,44851,18159,488239,208577,90809,10000000,50000
2020-02-08,product5631,2,38801,77602,52589,1310,2793,2678,59370,18232,8743,10000000,50000
2020-01-25,product5632,3,55267,165801,111222,5221,9365,5795,131603,34198,19117,10000000,50000
2020-01-08,product5633,5,13698,68490,35490,2783,5291,2961,46525,21965,8423,10000000,50000
2020-01-01,product5634,5,56192,280960,184067,11156,17521,6219,218963,61997,24962,10000000,50000
2020-05-17,product5635,6,81623,489738,300499,23166,18503,20303,362471,127267,48940,10000000,50000
2020-04-13,product5636,5,21824,109120,66785,2393,6559,4176,79913,29207,10155,10000000,50000
2020-02-16,product5637,8,11597,92776,56361,3259,3192,4189,67001,25775,11473,10000000,50000
2020-05-21,product5638,7,52829,369803,227758,10774,11374,8336,258242,111561,42505,10000000,50000
2020-08-05,product5639,6,67635,405810,211926,6577,31537,14911,264951,140859,27212,10000000,50000
2020-10-17,product5640,7,36152,253064,176884,7993,12316,6357,203550,49514,37594,10000000,50000
2020-01-10,product5641,4,70373,281492,155651,8437,9946,10085,184119,97373,23901,10000000,50000
2020-10-17,product5642,3,52303,156909,94983,3906,12019,3941,114849,42060,22186,10000000,50000
2020-04-04,product5643,9,54601,491409,320669,22752,30137,12105,385663,105746,51232,10000000,50000
2020-04-07,product5644,7,57326,401282,273381,16074,30150,10491,330096,71186,46679,10000000,50000
2020-06-14,product5645,1,30643,30643,15663,1077,1169,1066,18975,11668,2811,10000000,50000
2020-05-25,product5646,2,47847,95694,49189,1490,6072,4308,61059,34635,10532,10000000,50000
2020-10-20,product5647,9,56557,509013,296450,23824,40685,20211,381170,127843,61276,10000000,50000
2020-07-31,product5648,6,43067,258402,172370,6750,17825,11307,208252,50150,23997,10000000,50000
2020-08-26,product5649,9,93653,842877,559000,20128,56272,36009,671409,171468,98637,10000000,50000
2020-12-16,product5650,7,31927,223489,134085,10566,6923,8897,160471,63018,24590,10000000,50000
2020-01-19,product5651,10,24371,243710,149325,4685,13244,10890,178144,65566,27862,10000000,50000
2020-09-11,product5652,4,43514,174056,110467,7789,7711,8448,134415,39641,17081,10000000,50000
2020-10-31,product5653,8,63758,510064,311321,11345,20658,15379,358703,151361,68318,10000000,50000
2020-12-16,product5654,1,31864,31864,16090,747,1117,1147,19101,12763,2011,10000000,50000
2020-01-05,product5655,9,79063,711567,372090,34329,32614,15053,454086,257481,73457,10000000,50000
2020-05-21,product5656,9,27579,248211,124503,8529,18887,10565,162484,85727,32217,10000000,50000
2020-10-23,product5657,7,56784,397488,227818,6594,16368,19603,270383,127105,29878,10000000,50000
2020-12-17,product5658,9,65373,588357,409853,16706,38432,27921,492912,95445,78144,10000000,50000
2020-01-02,product5659,5,39356,196780,106816,5431,12600,8036,132883,63897,19189,10000000,50000
2020-10-12,product5660,9,98245,884205,445195,16744,43364,18662,523965,360240,83170,10000000,50000
2020-01-06,product5661,10,19374,193740,114240,9288,9364,7401,140293,53447,26572,10000000,50000
2020-08-07,product5662,1,38565,38565,19289,1820,1179,1826,24114,14451,4402,10000000,50000
2020-03-30,product5663,9,80711,726399,381509,22282,47293,15204,466288,260111,62962,10000000,50000
2020-08-07,product5664,10,9758,97580,62037,3827,5281,2140,73285,24295,10741,10000000,50000
2020-07-15,product5665,3,76858,230574,141160,4798,14431,6005,166394,64180,31001,10000000,50000
2020-10-21,product5666,4,66805,267220,139667,4928,19187,12611,176393,90827,22326,10000000,50000
2020-05-16,product5667,7,64365,450555,226247,16046,19476,19980,281749,168806,44645,10000000,50000
2020-01-09,product5668,3,97834,293502,202280,8012,17261,10485,238038,55464,31775,10000000,50000
2020-03-15,product5669,8,28319,226552,133836,5178,8753,5245,153012,73540,18015,10000000,50000
2020-07-11,product5670,2,42820,85640,58750,3969,2632,3257,68608,17032,10588,10000000,50000
2020-08-01,product5671,7,23523,164661,110266,8181,6964,6079,131490,33171,24034,10000000,50000
2020-03-16,product5672,6,30286,181716,91654,6746,8092,3762,110254,71462,13329,10000000,50000
2020-07-09,product5673,8,39686,317488,171764,11483,14257,7402,204906,112582,26578,10000000,50000
2020-03-21,product5674,7,66645,466515,294618,17547,33892,14276,360333,106182,59934,10000000,50000
2020-06-16,product5675,9,27091,243819,123327,4462,18523,6823,153135,90684,17743,10000000,50000
2020-11-02,product5676,2,98406,196812,111868,5180,6890,6119,130057,66755,13153,10000000,50000
2020-02-21,product5677,6,63909,383454,230275,18397,27002,13169,288843,94611,42527,10000000,50000
2020-10-28,product5678,3,72678,218034,125377,7770,8255,8878,150280,67754,28922,10000000,50000
2020-03-04,product5679,1,10361,10361,5680,276,824,250,7030,3331,1097,10000000,50000
2020-12-04,product5680,8,96206,769648,508971,27411,30394,25426,592202,177446,90518,10000000,50000
2020-07-03,product5681,5,95647,478235,247015,15282,15908,20865,299070,179165,51978,10000000,50000
2020-07-16,product5682,2,22300,44600,27409,2217,1597,998,32221,12379,4506,10000000,50000
2020-10-27,product5683,8,62138,497104,257701,7965,26622,21803,314091,183013,37102,10000000,50000
2020-09-09,product5684,3,87306,261918,164680,12958,9216,5724,192578,69340,32689,10000000,50000
2020-12-24,product5685,7,44505,311535,191577,14536,15223,12019,233355,78180,40768,10000000,50000
2020-03-02,product5686,7,62930,440510,279709,9248,16755,14283,319995,120515,32957,10000000,50000
2020-06-05,product5687,10,65799,657990,421630,15947,43425,18528,499530,158460,51876,10000000,50000
2020-02-13,product5688,3,29318,87954,45345,3319,4022,3671,56357,31597,6137,10000000,50000
2020-05-05,product5689,2,70316,140632,85896,6527,5225,4112,101760,38872,18501,10000000,50000
2020-07-14,product5690,10,88283,882830,539665,30187,53034,40454,663340,219490,81397,10000000,50000
2020-02-20,product5691,4,86330,345320,177738,12070,25686,10303,225797,119523,34326,10000000,50000
2020-07-11,product5692,10,54201,542010,356497,23793,36675,15363,432328,109682,82950,10000000,50000
2020-06-06,product5693,4,90317,361268,192774,6695,17271,16235,232975,128293,39014,10000000,50000
2020-05-13,product5694,8,22391,179128,100686,2901,10499,4484,118570,60558,19572,10000000,50000
2020-08-08,product5695,8,54828,438624,247715,13231,30520,16553,308019,130605,41253,10000000,50000
2020-04-12,product5696,2,90234,180468,118959,8847,6008,4750,138564,41904,27428,10000000,50000
2020-03-08,product5697,7,61728,432096,252762,17597,21244,15594,307197,124899,42441,10000000,50000
2020-07-22,product5698,1,44567,44567,26715,1937,2073,1898,32623,11944,6085,10000000,50000
2020-06-12,product5699,7,83344,583408,314910,23459,46438,17612,402419,180989,47473,10000000,50000
2020-09-10,product5700,9,25779,232011,116657,4447,9888,6899,137891,94120,25536,10000000,50000
2020-05-08,product5701,9,30320,272880,182008,4241,9442,9648,205339,67541,36551,10000000,50000
2020-07-31,product5702,3,41631,124893,65522,4172,8465,3491,81650,43243,15713,10000000,50000
2020-11-14,product5703,6,14470,86820,60079,1610,4129,3602,69420,17400,11893,10000000,50000
2020-02-03,product5704,4,53031,212124,148418,9553,7469,7196,172636,39488,18614,10000000,50000
2020-03-24,product5705,4,84101,336404,229591,12894,22335,13888,278708,57696,53166,10000000,50000
2020-11-28,product5706,9,8862,79758,49145,3091,3993,1884,58113,21645,6777,10000000,50000
2020-01-15,product5707,1,28510,28510,14374,1417,1060,1297,18148,10362,3088,10000000,50000
2020-07-05,product5708,9,5976,53784,29857,1265,4164,1358,36644,17140,4895,10000000,50000
2020-01-17,product5709,5,76792,383960,228089,9426,24681,11700,273896,110064,47720,10000000,50000
2020-08-17,product5710,3,21129,63387,35577,1433,4858,2056,43924,19463,5976,10000000,50000
2020-02-24,product5711,7,27061,189427,106801,7111,8024,8689,130625,58802,16382,10000000,50000
2020-04-09,product5712,7,61693,431851,288920,11740,27851,13140,341651,90200,44216,10000000,50000
2020-09-20,product5713,6,36080,216480,126148,5411,11206,9958,152723,63757,26764,10000000,50000
2020-01-14,product5714,4,12785,51140,29627,1631,3537,1417,36212,14928,3768,10000000,50000
2020-09-05,product5715,6,83955,503730,336609,24467,38658,13698,413432,90298,50783,10000000,50000
2020-05-01,product5716,5,79927,399635,211423,9092,14877,19500,254892,144743,40323,10000000,50000
2020-12-15,product5717,4,65665,262660,168760,13037,16964,10651,209412,53248,28644,10000000,50000
2020-03-15,product5718,5,83877,419385,224307,20206,14612,14924,274049,145336,44053,10000000,50000
2020-09-30,product5719,7,35292,247044,131680,8768,17213,12224,169885,77159,28788,10000000,50000
2020-07-02,product5720,8,16521,132168,82700,2232,9798,4760,99490,32678,13106,10000000,50000
2020-07-21,product5721,6,43851,263106,176441,8275,17280,11790,213786,49320,37627,10000000,50000
2020-11-01,product5722,8,28683,229464,131032,9409,9578,5154,155173,74291,23188,10000000,50000
2020-12-01,product5723,2,89464,178928,99962,8403,10258,5721,124344,54584,20766,10000000,50000
2020-10-11,product5724,10,85151,851510,534726,27722,63480,40996,666924,184586,79626,10000000,50000
2020-01-02,product5725,5,81792,408960,253638,12345,18277,19833,304093,104867,37609,10000000,50000
2020-04-20,product5726,2,29492,58984,40864,955,2070,1890,45779,13205,4909,10000000,50000
2020-10-09,product5727,3,76318,228954,129387,8981,16901,9171,164440,64514,28135,10000000,50000
2020-08-17,product5728,7,61208,428456,217318,18909,25100,9373,270700,157756,36582,10000000,50000
2020-01-08,product5729,2,96469,192938,133557,6257,12203,7279,159296,33642,29587,10000000,50000
2020-03-01,product5730,4,48635,194540,116277,8123,9202,5866,139468,55072,22123,10000000,50000
2020-08-31,product5731,6,87899,527394,291109,23547,20193,14351,349200,178194,56072,10000000,50000
2020-05-10,product5732,10,40629,406290,277082,17623,25215,18985,338905,67385,50537,10000000,50000
2020-12-31,product5733,5,13652,68260,37565,2538,3970,3167,47240,21020,8903,10000000,50000
2020-02-21,product5734,6,54245,325470,211515,5779,14655,14229,246178,79292,45168,10000000,50000
2020-01-26,product5735,8,59279,474232,258877,18772,14932,18494,311075,163157,54020,10000000,50000
2020-11-24,product5736,8,9546,76368,44326,1239,2888,2176,50629,25739,5736,10000000,50000
2020-05-26,product5737,5,97299,486495,247207,10331,37655,20029,315222,171273,38224,10000000,50000
2020-12-20,product5738,4,20887,83548,50539,3222,4600,2601,60962,22586,10230,10000000,50000
2020-02-15,product5739,3,16816,50448,25834,1670,1982,2384,31870,18578,4489,10000000,50000
2020-09-13,product5740,9,41456,373104,237947,17721,21690,10295,287653,85451,33176,10000000,50000
2020-11-26,product5741,4,55773,223092,134471,11114,9563,6731,161879,61213,25163,10000000,50000
2020-10-25,product5742,2,76061,152122,88640,6941,10732,4614,110927,41195,17126,10000000,50000
2020-03-10,product5743,7,73413,513891,289840,25395,15870,15381,346486,167405,55014,10000000,50000
2020-12-24,product5744,4,36592,146368,80356,7290,9374,6569,103589,42779,14611,10000000,50000
2020-04-28,product5745,3,34408,103224,66496,2691,6882,3254,79323,23901,14397,10000000,50000
2020-09-12,product5746,4,76194,304776,155903,9373,16257,13295,194828,109948,19547,10000000,50000
2020-06-19,product5747,4,16399,65596,45608,3141,1992,1429,52170,13426,8487,10000000,50000
2020-10-05,product5748,2,18772,37544,19437,1609,2244,861,24151,13393,4165,10000000,50000
2020-02-10,product5749,3,12649,37947,24173,895,1352,1681,28101,9846,5169,10000000,50000
2020-09-12,product5750,3,6677,20031,12360,410,1426,408,14604,5427,2688,10000000,50000
2020-04-10,product5751,10,44346,443460,277999,11696,33924,15099,338718,104742,64116,10000000,50000
2020-06-14,product5752,6,22649,135894,79973,3163,8136,6631,97903,37991,10998,10000000,50000
2020-10-09,product5753,2,34625,69250,43014,2386,2249,1963,49612,19638,6054,10000000,50000
2020-02-09,product5754,8,32402,259216,165914,4078,18919,10091,199002,60214,32995,10000000,50000
2020-08-05,product5755,8,5062,40496,26483,1441,2616,1292,31832,8664,5536,10000000,50000
2020-11-22,product5756,6,53870,323220,222917,9634,11015,11845,255411,67809,48519,10000000,50000
2020-10-01,product5757,10,5706,57060,38085,970,2887,2572,44514,12546,6673,10000000,50000
2020-03-09,product5758,5,58974,294870,191730,8908,8915,9452,219005,75865,29742,10000000,50000
2020-12-10,product5759,8,83125,665000,447151,10909,32989,29387,520436,144564,81943,10000000,50000
2020-07-30,product5760,6,63594,381564,249591,9032,20781,12480,291884,89680,52090,10000000,50000
2020-03-09,product5761,4,18712,74848,44102,1619,5105,1790,52616,22232,7522,10000000,50000
2020-09-23,product5762,2,77732,155464,78321,7697,8810,5157,99985,55479,14232,10000000,50000
2020-12-08,product5763,3,58649,175947,97877,7152,13891,7241,126161,49786,21985,10000000,50000
2020-03-27,product5764,2,58253,116506,59211,5591,6620,3317,74739,41767,11067,10000000,50000
2020-08-06,product5765,7,51787,362509,222648,8417,23785,11235,266085,96424,32889,10000000,50000
2020-11-04,product5766,10,73027,730270,380988,13816,31980,30109,456893,273377,65627,10000000,50000
2020-02-08,product5767,3,88364,265092,156988,5983,19351,9980,192302,72790,26362,10000000,50000
2020-12-03,product5768,3,80249,240747,159711,10063,13719,4987,188480,52267,33752,10000000,50000
2020-06-27,product5769,7,48455,339185,206804,11113,25003,12978,255898,83287,26090,10000000,50000
2020-11-09,product5770,2,94500,189000,99530,9241,13574,9025,131370,57630,25884,10000000,50000
2020-01-17,product5771,2,40012,80024,42052,3846,3342,2094,51334,28690,5812,10000000,50000
2020-07-11,product5772,10,71459,714590,437186,21032,54288,31603,544109,170481,64266,10000000,50000
2020-10-14,product5773,10,64189,641890,360968,14033,32707,29136,436844,205046,52328,10000000,50000
2020-02-16,product5774,10,20789,207890,137187,7102,8271,4907,157467,50423,24039,10000000,50000
2020-12-18,product5775,2,98634,197268,101108,9085,13987,5020,129200,68068,16236,10000000,50000
2020-06-24,product5776,3,6469,19407,12849,950,946,502,15247,4160,2189,10000000,50000
2020-09-23,product5777,5,71361,356805,195803,16767,15539,14043,242152,114653,31188,10000000,50000
2020-01-20,product5778,2,73882,147764,83885,5950,7800,5619,103254,44510,19717,10000000,50000
2020-09-28,product5779,6,22732,136392,81136,4809,10377,6195,102517,33875,19275,10000000,50000
2020-05-28,product5780,4,9258,37032,22773,1529,1393,926,26621,10411,2883,10000000,50000
2020-10-30,product5781,9,51125,460125,280131,22724,34487,12967,350309,109816,52265,10000000,50000
2020-04-11,product5782,5,65432,327160,204234,6052,25045,10420,245751,81409,41091,10000000,50000
2020-12-09,product5783,1,94036,94036,56522,2658,4530,2458,66168,27868,10228,10000000,50000
2020-05-29,product5784,2,65749,131498,89552,6449,6339,4345,106685,24813,16498,10000000,50000
2020-09-02,product5785,4,67785,271140,149837,7242,13968,10621,181668,89472,24694,10000000,50000
2020-05-01,product5786,8,9021,72168,36163,2133,5458,2724,46478,25690,8006,10000000,50000
2020-11-05,product5787,4,30980,123920,65588,4307,6651,4241,80787,43133,13671,10000000,50000
2020-05-31,product5788,3,52206,156618,101166,7088,7919,4846,121019,35599,18988,10000000,50000
2020-09-08,product5789,8,27171,217368,120403,9011,10220,7424,147058,70310,25386,10000000,50000
2020-03-01,product5790,6,75039,450234,302121,15731,23919,14690,356461,93773,39304,10000000,50000
2020-04-11,product5791,1,83955,83955,50827,1845,5223,2130,60025,23930,11174,10000000,50000
2020-05-05,product5792,7,7344,51408,29555,1267,1556,2371,34749,16659,6171,10000000,50000
2020-04-07,product5793,4,64574,258296,163011,11969,10394,6412,191786,66510,22192,10000000,50000
2020-08-12,product5794,4,74689,298756,158917,7462,23899,14441,204719,94037,33023,10000000,50000
2020-06-14,product5795,5,30657,153285,93597,3227,12090,5579,114493,38792,16973,10000000,50000
2020-01-21,product5796,4,64265,257060,156041,9759,18775,10982,195557,61503,28033,10000000,50000
2020-01-19,product5797,5,62868,314340,181008,7294,12265,12050,212617,101723,37549,10000000,50000
2020-05-21,product5798,9,34838,313542,167778,13038,23462,12529,216807,96735,29973,10000000,50000
2020-03-29,product5799,6,38694,232164,161778,6836,16369,10437,195420,36744,29353,10000000,50000
2020-05-04,product5800,10,54012,540120,310173,18997,43135,15496,387801,152319,77314,10000000,50000
2020-08-08,product5801,6,29493,176958,109492,8224,9585,5440,132741,44217,22167,10000000,50000
2020-01-08,product5802,6,15322,91932,53348,2807,3379,3089,62623,29309,10779,10000000,50000
2020-11-11,product5803,5,97462,487310,313496,13562,37780,11168,376006,111304,49340,10000000,50000
2020-07-21,product5804,1,48104,48104,24195,2308,2341,2262,31106,16998,6191,10000000,50000
2020-03-25,product5805,9,86871,781839,529222,18692,27574,38237,613725,168114,115351,10000000,50000
2020-05-02,product5806,1,16875,16875,10559,776,1087,670,13092,3783,1912,10000000,50000
2020-11-29,product5807,8,52496,419968,244183,18231,14507,12416,289337,130631,34873,10000000,50000
2020-11-08,product5808,7,79246,554722,327679,13265,26875,19150,386969,167753,75822,10000000,50000
2020-03-07,product5809,7,93891,657237,431928,20064,47639,20810,520441,136796,64955,10000000,50000
2020-06-19,product5810,8,38925,311400,207262,13184,17561,13513,251520,59880,48476,10000000,50000
2020-10-18,product5811,3,98010,294030,188838,10323,13315,13554,226030,68000,38656,10000000,50000
2020-08-31,product5812,3,69272,207816,106183,8758,9780,9868,134589,73227,14325,10000000,50000
2020-12-28,product5813,10,72300,723000,419249,20717,45426,23082,508474,214526,62210,10000000,50000
2020-01-12,product5814,7,79857,558999,384219,27377,20463,24926,456985,102014,88130,10000000,50000
2020-06-22,product5815,4,15774,63096,34321,2129,4503,2699,43652,19444,5074,10000000,50000
2020-04-09,product5816,1,22916,22916,12011,785,1348,865,15009,7907,2458,10000000,50000
2020-01-02,product5817,2,52156,104312,55578,3980,6430,2417,68405,35907,9583,10000000,50000
2020-03-11,product5818,8,37422,299376,172054,8624,19249,8365,208292,91084,34978,10000000,50000
2020-08-28,product5819,7,34274,239918,158458,5580,11677,4934,180649,59269,33563,10000000,50000
2020-10-09,product5820,9,76124,685116,438249,17316,39292,17578,512435,172681,72642,10000000,50000
2020-04-24,product5821,9,32998,296982,188657,9863,22624,12544,233688,63294,43973,10000000,50000
2020-10-20,product5822,7,76254,533778,299392,16177,28284,24076,367929,165849,58905,10000000,50000
2020-09-06,product5823,1,35246,35246,21322,900,1357,1664,25243,10003,3115,10000000,50000
2020-10-03,product5824,4,11223,44892,29511,1998,2762,1135,35406,9486,4880,10000000,50000
2020-03-09,product5825,10,32904,329040,206969,13768,22991,7539,251267,77773,37944,10000000,50000
2020-09-17,product5826,9,67516,607644,338805,15074,31974,20386,406239,201405,43078,10000000,50000
2020-03-01,product5827,10,28709,287090,155806,5207,8689,8559,178261,108829,20285,10000000,50000
2020-05-19,product5828,8,14293,114344,57331,4568,6274,4435,72608,41736,13012,10000000,50000
2020-11-02,product5829,8,95517,764136,477222,11570,41785,24625,555202,208934,71479,10000000,50000
2020-01-16,product5830,2,41377,82754,57589,1463,3708,3011,65771,16983,8467,10000000,50000
2020-01-12,product5831,1,52549,52549,31374,1488,2498,1537,36897,15652,6353,10000000,50000
2020-10-25,product5832,6,41660,249960,152650,10117,9090,7645,179502,70458,29325,10000000,50000
2020-05-30,product5833,2,46081,92162,51886,4026,5288,4354,65554,26608,7245,10000000,50000
2020-03-06,product5834,1,6096,6096,3694,298,330,132,4454,1642,750,10000000,50000
2020-08-28,product5835,4,30081,120324,61300,2736,3779,5148,72963,47361,9477,10000000,50000
2020-12-12,product5836,5,7649,38245,19378,1276,1679,840,23173,15072,3623,10000000,50000
2020-07-16,product5837,3,48340,145020,88383,6980,10625,6606,112594,32426,15607,10000000,50000
2020-02-17,product5838,7,92444,647108,444308,18900,22396,13380,498984,148124,83398,10000000,50000
2020-03-07,product5839,8,44280,354240,193992,6958,13457,13936,228343,125897,31250,10000000,50000
2020-08-02,product5840,8,90596,724768,494807,25837,37191,35819,593654,131114,74345,10000000,50000
2020-02-27,product5841,4,99668,398672,220425,6805,25806,17927,270963,127709,31855,10000000,50000
2020-09-02,product5842,4,43671,174684,116116,6100,7961,3570,133747,40937,25583,10000000,50000
